order_id,customer_id,order_date,year,month,quarter,category,product_name,quantity,unit_price_usd,subtotal_usd,discount_pct,discount_amount_usd,shipping_fee_usd,tax_amount_usd,total_amount_usd,order_status,payment_method,device_used,session_duration_minutes,has_rating,customer_rating,returned,order_year_month,is_delivered
O019262,C07565,2022-07-28,2022,7,Q3,Electronics,Bluetooth Speaker,3,105.78,317.34,0,0.0,4.99,38.08,360.41,Delivered,Upi / Digital Wallet,Mobile,3.5,1,4.2,0,2022-07,1
O019263,C01495,2022-12-18,2022,12,Q4,Sports & Outdoors,Dumbbell Set 20kg,2,34.79,69.58,5,3.48,9.99,5.29,81.38,Delivered,Upi / Digital Wallet,Mobile,12.6,1,4.5,0,2022-12,1
O019264,C05586,2022-05-28,2022,5,Q2,Sports & Outdoors,Resistance Bands Set,2,61.05,122.1,20,24.42,6.99,9.77,114.44,Delivered,Credit Card,Mobile,6.4,1,3.0,0,2022-05,1
O019265,C03715,2024-02-10,2024,2,Q1,Jewelry & Accessories,Minimalist Watch,3,41.58,124.74,0,0.0,3.99,24.95,153.68,Processing,Buy Now Pay Later,Mobile,10.4,0,,0,2024-02,0
O019266,C02134,2023-10-23,2023,10,Q4,Toys & Games,Outdoor Frisbee,3,58.5,175.5,20,35.1,0.0,16.85,157.25,Delivered,Paypal,Mobile,47.4,1,3.3,0,2023-10,1
O019267,C06895,2023-01-23,2023,1,Q1,Toys & Games,Puzzle 1000pc,4,7.21,28.84,0,0.0,6.99,2.88,38.71,Delivered,Credit Card,Mobile,57.3,0,,0,2023-01,1
O019268,C05812,2020-04-21,2020,4,Q2,Books,The Lean Startup,1,10.27,10.27,0,0.0,0.0,1.03,11.3,Delivered,Paypal,Desktop,21.2,0,,0,2020-04,1
O019269,C07018,2023-02-13,2023,2,Q1,Home & Kitchen,Coffee Maker Drip,1,65.89,65.89,5,3.29,4.99,12.52,80.11,Delivered,Credit Card,Mobile,34.8,1,4.7,0,2023-02,1
O019270,C00008,2024-07-18,2024,7,Q3,Health & Wellness,Zinc Lozenges,3,19.04,57.12,0,0.0,0.0,6.85,63.97,Returned,Credit Card,Desktop,19.4,0,,1,2024-07,0
O019271,C04339,2025-03-20,2025,3,Q1,Electronics,Gaming Mouse RGB,3,247.77,743.31,0,0.0,4.99,89.2,837.5,Delivered,Debit Card,Desktop,31.8,1,3.3,0,2025-03,1
O019272,C07290,2022-11-28,2022,11,Q4,Home & Kitchen,Electric Kettle,1,108.02,108.02,0,0.0,0.0,12.96,120.98,Delivered,Paypal,Mobile,22.6,1,4.2,0,2022-11,1
O019273,C00465,2025-10-20,2025,10,Q4,Jewelry & Accessories,Sterling Silver Necklace,1,41.56,41.56,20,8.31,0.0,1.66,34.91,Delivered,Debit Card,Mobile,1.5,1,4.6,0,2025-10,1
O019274,C05864,2021-10-24,2021,10,Q4,Automotive,Tire Inflator,1,145.24,145.24,0,0.0,6.99,29.05,181.28,Delivered,Credit Card,Desktop,98.3,0,,0,2021-10,1
O019275,C05244,2022-10-31,2022,10,Q4,Sports & Outdoors,Hiking Backpack,3,45.56,136.68,0,0.0,6.99,10.93,154.6,Delivered,Credit Card,Mobile,22.2,0,,0,2022-10,1
O019276,C05709,2024-09-20,2024,9,Q3,Clothing & Apparel,Formal Dress Shirt,1,85.84,85.84,0,0.0,4.99,6.87,97.7,Delivered,Debit Card,Tablet,8.2,0,,0,2024-09,1
O019277,C04217,2023-12-21,2023,12,Q4,Electronics,Portable Charger 20000mAh,1,115.96,115.96,0,0.0,0.0,13.92,129.88,Delivered,Buy Now Pay Later,Desktop,10.0,0,,0,2023-12,1
O019278,C02905,2021-02-23,2021,2,Q1,Electronics,Smart Watch Series 5,1,185.24,185.24,0,0.0,6.99,0.0,192.23,Delivered,Credit Card,Tablet,6.9,0,,0,2021-02,1
O019279,C03790,2023-10-27,2023,10,Q4,Electronics,Smart Plug 4-Pack,4,104.76,419.04,15,62.86,3.99,17.81,377.98,Delivered,Credit Card,Desktop,20.3,1,4.1,0,2023-10,1
O019280,C04343,2025-04-22,2025,4,Q2,Toys & Games,Art Supply Kit,2,48.31,96.62,0,0.0,0.0,7.73,104.35,Delivered,Debit Card,Desktop,26.9,1,2.8,0,2025-04,1
O019281,C02764,2022-01-25,2022,1,Q1,Sports & Outdoors,Cycling Gloves,4,26.24,104.96,0,0.0,3.99,5.25,114.2,Delivered,Paypal,Mobile,8.9,0,,0,2022-01,1
O019282,C05531,2024-09-03,2024,9,Q3,Electronics,Smart Plug 4-Pack,1,570.07,570.07,0,0.0,6.99,114.01,691.07,Delivered,Credit Card,Mobile,39.3,0,,0,2024-09,1
O019283,C00037,2020-01-10,2020,1,Q1,Sports & Outdoors,Foam Roller,4,74.06,296.24,0,0.0,6.99,35.55,338.78,Delivered,Debit Card,Mobile,12.7,0,,0,2020-01,1
O019284,C04720,2024-01-07,2024,1,Q1,Toys & Games,Remote Control Car,2,34.34,68.68,0,0.0,6.99,5.49,81.16,Delivered,Credit Card,Desktop,18.5,0,,0,2024-01,1
O019285,C01887,2022-08-10,2022,8,Q3,Sports & Outdoors,Pull-up Bar,1,35.43,35.43,0,0.0,0.0,6.38,41.81,Delivered,Debit Card,Mobile,4.1,0,,0,2022-08,1
O019286,C00427,2025-12-12,2025,12,Q4,Health & Wellness,CBD Gummies,1,26.13,26.13,0,0.0,9.99,4.7,40.82,Cancelled,Paypal,Mobile,9.4,0,,0,2025-12,0
O019287,C00870,2023-09-14,2023,9,Q3,Electronics,Smart Watch Series 5,1,142.21,142.21,0,0.0,4.99,11.38,158.58,Delivered,Credit Card,Desktop,31.7,1,4.9,0,2023-09,1
O019288,C02448,2021-05-22,2021,5,Q2,Jewelry & Accessories,Phone Case Designer,1,79.69,79.69,0,0.0,6.99,6.38,93.06,Processing,Credit Card,Desktop,28.5,0,,0,2021-05,0
O019289,C06877,2022-06-17,2022,6,Q2,Clothing & Apparel,Leather Belt,1,22.24,22.24,10,2.22,3.99,0.0,24.01,Delivered,Upi / Digital Wallet,Desktop,3.6,0,,0,2022-06,1
O019290,C03851,2022-03-18,2022,3,Q1,Electronics,Webcam 4K,1,93.67,93.67,0,0.0,4.99,11.24,109.9,Returned,Credit Card,Desktop,6.5,0,,1,2022-03,0
O019291,C01610,2022-04-14,2022,4,Q2,Jewelry & Accessories,Stud Earrings Gold,1,100.03,100.03,0,0.0,0.0,5.0,105.03,Delivered,Credit Card,Mobile,6.7,0,,0,2022-04,1
O019292,C05014,2023-03-14,2023,3,Q1,Electronics,Mechanical Keyboard,3,370.5,1111.5,0,0.0,3.99,133.38,1248.87,Delivered,Credit Card,Mobile,15.3,0,,0,2023-03,1
O019293,C01168,2026-01-15,2026,1,Q1,Clothing & Apparel,Leather Belt,5,60.13,300.65,0,0.0,0.0,0.0,300.65,Delivered,Paypal,Desktop,10.9,1,3.3,0,2026-01,1
O019294,C06741,2025-07-28,2025,7,Q3,Books,Deep Work,1,39.35,39.35,0,0.0,6.99,0.0,46.34,Cancelled,Credit Card,Mobile,12.3,0,,0,2025-07,0
O019295,C00052,2025-08-15,2025,8,Q3,Food & Grocery,Organic Green Tea,1,14.85,14.85,0,0.0,6.99,2.97,24.81,Delivered,Credit Card,Mobile,11.2,0,,0,2025-08,1
O019296,C04420,2025-08-25,2025,8,Q3,Electronics,Bluetooth Speaker,2,198.91,397.82,10,39.78,6.99,64.45,429.48,Delivered,Credit Card,Mobile,10.3,1,3.8,0,2025-08,1
O019297,C07574,2021-02-12,2021,2,Q1,Electronics,Smart Watch Series 5,5,62.96,314.8,0,0.0,9.99,62.96,387.75,Delivered,Buy Now Pay Later,Desktop,17.4,0,,0,2021-02,1
O019298,C03888,2024-02-10,2024,2,Q1,Health & Wellness,Melatonin 5mg,1,39.76,39.76,0,0.0,6.99,3.98,50.73,Delivered,Debit Card,Mobile,16.9,1,4.4,0,2024-02,1
O019299,C00568,2020-11-04,2020,11,Q4,Books,Thinking Fast and Slow,1,16.45,16.45,50,8.22,3.99,1.65,13.87,Delivered,Credit Card,Mobile,6.5,0,,0,2020-11,1
O019300,C07060,2021-11-06,2021,11,Q4,Sports & Outdoors,Dumbbell Set 20kg,3,60.35,181.05,0,0.0,0.0,21.73,202.78,Cancelled,Bank Transfer,Desktop,4.5,0,,0,2021-11,0
O019301,C04757,2020-05-26,2020,5,Q2,Sports & Outdoors,Jump Rope Speed,3,72.28,216.84,0,0.0,9.99,10.84,237.67,Delivered,Credit Card,Desktop,20.6,0,,0,2020-05,1
O019302,C02891,2026-03-27,2026,3,Q1,Food & Grocery,Coffee Beans 1kg,2,46.62,93.24,15,13.99,0.0,7.92,87.17,Delivered,Paypal,Mobile,33.0,0,,0,2026-03,1
O019303,C00653,2025-08-31,2025,8,Q3,Electronics,Smart Plug 4-Pack,1,59.43,59.43,0,0.0,0.0,4.75,64.18,Delivered,Upi / Digital Wallet,Desktop,26.0,0,,0,2025-08,1
O019304,C02338,2023-10-28,2023,10,Q4,Electronics,USB-C Hub,1,66.6,66.6,0,0.0,9.99,11.99,88.58,Returned,Debit Card,Desktop,27.0,0,,1,2023-10,0
O019305,C02603,2021-11-05,2021,11,Q4,Books,The Pragmatic Programmer,2,33.04,66.08,10,6.61,4.99,5.95,70.41,Delivered,Cryptocurrency,Mobile,15.7,1,4.9,0,2021-11,1
O019306,C00462,2021-11-12,2021,11,Q4,Automotive,Air Freshener,1,59.67,59.67,0,0.0,0.0,0.0,59.67,Processing,Buy Now Pay Later,Mobile,7.8,0,,0,2021-11,0
O019307,C04130,2024-05-05,2024,5,Q2,Automotive,Air Freshener,1,151.49,151.49,0,0.0,0.0,12.12,163.61,Delivered,Credit Card,Desktop,17.8,0,,0,2024-05,1
O019308,C01106,2020-09-01,2020,9,Q3,Home & Kitchen,Blender Pro,3,90.35,271.05,20,54.21,0.0,43.37,260.21,Delivered,Debit Card,Mobile,14.9,0,,0,2020-09,1
O019309,C04436,2020-02-09,2020,2,Q1,Clothing & Apparel,Classic White Tee,2,11.76,23.52,10,2.35,0.0,2.12,23.29,Delivered,Upi / Digital Wallet,Mobile,32.9,1,3.2,0,2020-02,1
O019310,C04422,2021-06-14,2021,6,Q2,Food & Grocery,Olive Oil Extra Virgin,3,10.42,31.26,15,4.69,9.99,5.31,41.87,Delivered,Upi / Digital Wallet,Mobile,16.1,0,,0,2021-06,1
O019311,C03786,2025-02-09,2025,2,Q1,Jewelry & Accessories,Sterling Silver Necklace,1,45.29,45.29,0,0.0,0.0,3.62,48.91,Delivered,Upi / Digital Wallet,Desktop,22.4,1,4.3,0,2025-02,1
O019312,C06843,2020-09-16,2020,9,Q3,Clothing & Apparel,Casual Sneakers,1,59.77,59.77,0,0.0,6.99,5.98,72.74,Delivered,Paypal,Mobile,15.0,1,4.5,0,2020-09,1
O019313,C01023,2020-03-21,2020,3,Q1,Automotive,Car Phone Mount,1,30.54,30.54,0,0.0,6.99,3.66,41.19,Delivered,Debit Card,Mobile,65.4,1,3.9,0,2020-03,1
O019314,C00039,2020-03-13,2020,3,Q1,Clothing & Apparel,Slim Fit Jeans,1,95.16,95.16,0,0.0,9.99,0.0,105.15,Delivered,Credit Card,Mobile,34.2,1,4.1,0,2020-03,1
O019315,C01042,2020-06-03,2020,6,Q2,Toys & Games,Action Figure Set,1,146.75,146.75,5,7.34,3.99,25.09,168.49,Cancelled,Credit Card,Mobile,47.7,0,,0,2020-06,0
O019316,C04109,2025-10-20,2025,10,Q4,Electronics,Mechanical Keyboard,1,167.14,167.14,0,0.0,0.0,0.0,167.14,Delivered,Credit Card,Mobile,5.8,0,,0,2025-10,1
O019317,C00164,2022-04-25,2022,4,Q2,Clothing & Apparel,Winter Jacket,3,80.35,241.05,0,0.0,9.99,28.93,279.97,Processing,Debit Card,Mobile,10.2,0,,0,2022-04,0
O019318,C01518,2022-12-25,2022,12,Q4,Home & Kitchen,Blender Pro,1,57.41,57.41,0,0.0,0.0,11.48,68.89,Cancelled,Debit Card,Mobile,14.7,0,,0,2022-12,0
O019319,C07667,2021-10-23,2021,10,Q4,Electronics,Webcam 4K,1,160.07,160.07,0,0.0,9.99,19.21,189.27,Delivered,Buy Now Pay Later,Mobile,27.2,1,3.6,0,2021-10,1
O019320,C03808,2020-08-16,2020,8,Q3,Electronics,Portable Charger 20000mAh,1,109.4,109.4,0,0.0,0.0,8.75,118.15,Delivered,Buy Now Pay Later,Mobile,9.6,0,,0,2020-08,1
O019321,C05048,2022-03-25,2022,3,Q1,Office Supplies,Sticky Notes Bulk,1,120.41,120.41,20,24.08,0.0,17.34,113.67,Delivered,Credit Card,Mobile,25.2,0,,0,2022-03,1
O019322,C02197,2021-02-10,2021,2,Q1,Clothing & Apparel,Running Shoes,1,43.38,43.38,10,4.34,6.99,3.12,49.15,Returned,Paypal,Tablet,8.1,0,,1,2021-02,0
O019323,C06760,2023-06-14,2023,6,Q2,Electronics,Smart Watch Series 5,1,115.05,115.05,0,0.0,4.99,13.81,133.85,Delivered,Credit Card,Mobile,51.3,0,,0,2023-06,1
O019324,C00115,2025-07-24,2025,7,Q3,Clothing & Apparel,Yoga Pants,1,39.59,39.59,0,0.0,4.99,3.96,48.54,Processing,Paypal,Mobile,111.6,0,,0,2025-07,0
O019325,C02306,2025-04-25,2025,4,Q2,Beauty & Personal Care,Electric Toothbrush,5,67.32,336.6,40,134.64,0.0,36.35,238.31,Delivered,Credit Card,Tablet,50.4,0,,0,2025-04,1
O019326,C02158,2020-12-05,2020,12,Q4,Home & Kitchen,Shower Curtain,1,58.31,58.31,10,5.83,0.0,9.45,61.93,Delivered,Debit Card,Tablet,11.8,0,,0,2020-12,1
O019327,C01275,2020-09-22,2020,9,Q3,Pet Supplies,Pet Carrier Soft,4,15.08,60.32,0,0.0,0.0,4.83,65.15,Delivered,Upi / Digital Wallet,Mobile,11.6,0,,0,2020-09,1
O019328,C05424,2022-06-27,2022,6,Q2,Office Supplies,File Folders 50pk,1,54.55,54.55,20,10.91,3.99,2.18,49.81,Returned,Credit Card,Desktop,32.3,0,,1,2022-06,0
O019329,C01670,2020-02-01,2020,2,Q1,Travel & Luggage,Portable Scale,1,71.4,71.4,0,0.0,6.99,12.85,91.24,Delivered,Upi / Digital Wallet,Mobile,28.9,1,4.0,0,2020-02,1
O019330,C01578,2022-07-08,2022,7,Q3,Beauty & Personal Care,Face Wash Gel,1,11.67,11.67,0,0.0,0.0,1.4,13.07,Processing,Credit Card,Tablet,2.3,0,,0,2022-07,0
O019331,C05495,2025-02-24,2025,2,Q1,Pet Supplies,Interactive Cat Toy,1,43.92,43.92,5,2.2,0.0,7.51,49.23,Delivered,Credit Card,Desktop,21.9,0,,0,2025-02,1
O019332,C07747,2024-01-18,2024,1,Q1,Food & Grocery,Honey Raw Organic,2,37.83,75.66,0,0.0,3.99,6.05,85.7,Delivered,Paypal,Mobile,25.0,1,4.0,0,2024-01,1
O019333,C06840,2025-04-05,2025,4,Q2,Electronics,Bluetooth Speaker,2,253.65,507.3,0,0.0,4.99,0.0,512.29,Delivered,Credit Card,Mobile,8.8,1,4.2,0,2025-04,1
O019334,C04578,2021-06-14,2021,6,Q2,Home & Kitchen,Storage Containers,1,212.48,212.48,10,21.25,0.0,34.42,225.65,Delivered,Debit Card,Desktop,8.2,0,,0,2021-06,1
O019335,C03195,2023-10-07,2023,10,Q4,Beauty & Personal Care,Shampoo Argan Oil,1,32.41,32.41,0,0.0,0.0,6.48,38.89,Delivered,Debit Card,Mobile,17.5,1,2.0,0,2023-10,1
O019336,C00520,2023-03-08,2023,3,Q1,Pet Supplies,Dog Leash Retractable,1,28.57,28.57,10,2.86,0.0,1.29,27.0,Delivered,Debit Card,Desktop,12.7,0,,0,2023-03,1
O019337,C00129,2025-05-04,2025,5,Q2,Electronics,Smart Watch Series 5,2,96.35,192.7,10,19.27,4.99,0.0,178.42,Delivered,Bank Transfer,Mobile,10.7,1,3.3,0,2025-05,1
O019338,C05953,2021-04-17,2021,4,Q2,Pet Supplies,Dog Food Premium 5kg,1,16.13,16.13,0,0.0,0.0,0.0,16.13,Delivered,Cryptocurrency,Mobile,14.8,0,,0,2021-04,1
O019339,C00623,2025-06-23,2025,6,Q2,Beauty & Personal Care,Sunscreen SPF50,2,12.47,24.94,0,0.0,0.0,4.49,29.43,Delivered,Credit Card,Mobile,55.2,0,,0,2025-06,1
O019340,C05284,2026-01-20,2026,1,Q1,Food & Grocery,Coffee Beans 1kg,1,20.44,20.44,0,0.0,0.0,3.68,24.12,Delivered,Upi / Digital Wallet,Mobile,21.1,0,,0,2026-01,1
O019341,C07179,2022-12-20,2022,12,Q4,Home & Kitchen,Electric Kettle,1,31.66,31.66,0,0.0,3.99,0.0,35.65,Delivered,Paypal,Desktop,9.9,0,,0,2022-12,1
O019342,C02582,2025-03-02,2025,3,Q1,Electronics,Wireless Earbuds Pro,1,214.48,214.48,0,0.0,4.99,0.0,219.47,Delivered,Upi / Digital Wallet,Mobile,57.5,1,4.7,0,2025-03,1
O019343,C04932,2023-02-22,2023,2,Q1,Clothing & Apparel,Classic White Tee,1,72.18,72.18,10,7.22,4.99,12.99,82.94,Delivered,Debit Card,Desktop,11.3,0,,0,2023-02,1
O019344,C06611,2021-04-01,2021,4,Q2,Clothing & Apparel,Hoodie Pullover,1,33.38,33.38,10,3.34,0.0,5.41,35.45,Delivered,Credit Card,Mobile,11.1,0,,0,2021-04,1
O019345,C01610,2024-04-20,2024,4,Q2,Jewelry & Accessories,Tote Bag Canvas,1,92.53,92.53,0,0.0,3.99,11.1,107.62,Cancelled,Credit Card,Mobile,10.6,0,,0,2024-04,0
O019346,C02064,2021-11-22,2021,11,Q4,Pet Supplies,Bird Cage Deluxe,2,52.59,105.18,0,0.0,3.99,8.41,117.58,Returned,Credit Card,Mobile,5.7,0,,1,2021-11,0
O019347,C01092,2020-01-30,2020,1,Q1,Books,Thinking Fast and Slow,1,39.81,39.81,15,5.97,0.0,3.38,37.22,Delivered,Credit Card,Mobile,24.1,0,,0,2020-01,1
O019348,C03278,2026-03-24,2026,3,Q1,Health & Wellness,Ashwagandha Extract,2,23.41,46.82,0,0.0,9.99,0.0,56.81,Delivered,Credit Card,Desktop,16.5,1,3.9,0,2026-03,1
O019349,C00535,2022-02-18,2022,2,Q1,Books,Atomic Habits,3,20.43,61.29,0,0.0,0.0,11.03,72.32,Returned,Debit Card,Desktop,45.0,0,,1,2022-02,0
O019350,C00623,2020-09-01,2020,9,Q3,Clothing & Apparel,Hoodie Pullover,1,77.98,77.98,0,0.0,0.0,6.24,84.22,Delivered,Paypal,Mobile,13.1,0,,0,2020-09,1
O019351,C06711,2022-10-11,2022,10,Q4,Home & Kitchen,Mattress Topper,1,59.53,59.53,0,0.0,4.99,11.91,76.43,Delivered,Debit Card,Mobile,7.6,1,4.0,0,2022-10,1
O019352,C07673,2021-12-12,2021,12,Q4,Jewelry & Accessories,Stud Earrings Gold,1,30.97,30.97,5,1.55,6.99,2.35,38.76,Delivered,Debit Card,Desktop,13.2,0,,0,2021-12,1
O019353,C02009,2020-05-28,2020,5,Q2,Food & Grocery,Organic Green Tea,1,36.99,36.99,0,0.0,0.0,0.0,36.99,Delivered,Upi / Digital Wallet,Desktop,5.5,0,,0,2020-05,1
O019354,C04488,2020-09-20,2020,9,Q3,Health & Wellness,Ashwagandha Extract,1,54.21,54.21,0,0.0,0.0,0.0,54.21,Delivered,Credit Card,Mobile,18.2,0,,0,2020-09,1
O019355,C00419,2025-10-06,2025,10,Q4,Clothing & Apparel,Winter Jacket,1,120.24,120.24,0,0.0,0.0,12.02,132.26,Delivered,Credit Card,Desktop,2.1,1,4.1,0,2025-10,1
O019356,C04726,2021-07-10,2021,7,Q3,Clothing & Apparel,Yoga Pants,2,56.9,113.8,15,17.07,4.99,7.74,109.46,Delivered,Paypal,Desktop,13.0,1,4.4,0,2021-07,1
O019357,C02543,2020-12-20,2020,12,Q4,Office Supplies,File Folders 50pk,2,148.15,296.3,25,74.08,9.99,22.22,254.43,Delivered,Cryptocurrency,Desktop,3.2,1,3.0,0,2020-12,1
O019358,C04029,2024-09-16,2024,9,Q3,Books,System Design Interview,1,38.72,38.72,10,3.87,4.99,0.0,39.84,Delivered,Paypal,Desktop,28.7,0,,0,2024-09,1
O019359,C01645,2024-11-26,2024,11,Q4,Beauty & Personal Care,Vitamin C Serum,2,13.95,27.9,0,0.0,4.99,5.58,38.47,Delivered,Debit Card,Mobile,66.7,1,4.6,0,2024-11,1
O019360,C05062,2025-07-14,2025,7,Q3,Automotive,Car Phone Mount,4,63.04,252.16,0,0.0,3.99,45.39,301.54,Delivered,Credit Card,Mobile,28.9,1,3.9,0,2025-07,1
O019361,C05779,2023-05-20,2023,5,Q2,Home & Kitchen,Non-stick Pan,1,100.01,100.01,0,0.0,4.99,12.0,117.0,Delivered,Paypal,Desktop,7.5,1,3.5,0,2023-05,1
O019362,C01515,2025-02-09,2025,2,Q1,Toys & Games,Educational Tablet,1,22.89,22.89,0,0.0,6.99,1.83,31.71,Delivered,Cryptocurrency,Desktop,11.0,1,4.8,0,2025-02,1
O019363,C05765,2024-02-11,2024,2,Q1,Health & Wellness,Magnesium Glycinate,1,14.84,14.84,0,0.0,3.99,1.48,20.31,Delivered,Debit Card,Mobile,39.9,1,4.2,0,2024-02,1
O019364,C04868,2025-02-12,2025,2,Q1,Home & Kitchen,Coffee Maker Drip,1,110.06,110.06,10,11.01,4.99,7.92,111.96,Delivered,Credit Card,Mobile,14.0,0,,0,2025-02,1
O019365,C02517,2024-10-04,2024,10,Q4,Clothing & Apparel,Slim Fit Jeans,2,107.43,214.86,0,0.0,3.99,10.74,229.59,Delivered,Debit Card,Mobile,9.3,0,,0,2024-10,1
O019366,C05023,2022-11-12,2022,11,Q4,Clothing & Apparel,Leather Belt,1,27.74,27.74,0,0.0,3.99,3.33,35.06,Delivered,Buy Now Pay Later,Mobile,11.2,0,,0,2022-11,1
O019367,C06252,2024-01-15,2024,1,Q1,Electronics,Bluetooth Speaker,1,207.16,207.16,0,0.0,0.0,41.43,248.59,Delivered,Credit Card,Desktop,3.7,0,,0,2024-01,1
O019368,C01255,2024-01-28,2024,1,Q1,Clothing & Apparel,Winter Jacket,1,47.12,47.12,0,0.0,6.99,4.71,58.82,Delivered,Bank Transfer,Mobile,18.1,0,,0,2024-01,1
O019369,C03333,2024-10-22,2024,10,Q4,Electronics,Mechanical Keyboard,3,85.99,257.97,40,103.19,3.99,0.0,158.77,Delivered,Credit Card,Mobile,7.2,0,,0,2024-10,1
O019370,C00719,2024-11-12,2024,11,Q4,Electronics,Smart Plug 4-Pack,1,100.9,100.9,0,0.0,3.99,0.0,104.89,Delivered,Credit Card,Mobile,11.6,1,4.8,0,2024-11,1
O019371,C04459,2020-01-24,2020,1,Q1,Sports & Outdoors,Resistance Bands Set,3,78.77,236.31,0,0.0,3.99,47.26,287.56,Delivered,Debit Card,Desktop,14.6,1,4.9,0,2020-01,1
O019372,C07001,2021-10-22,2021,10,Q4,Toys & Games,Puzzle 1000pc,2,16.61,33.22,0,0.0,0.0,0.0,33.22,Delivered,Credit Card,Desktop,11.3,0,,0,2021-10,1
O019373,C01643,2023-11-18,2023,11,Q4,Travel & Luggage,Packing Cubes 6-Set,1,99.13,99.13,30,29.74,4.99,6.94,81.32,Delivered,Credit Card,Desktop,12.4,1,4.7,0,2023-11,1
O019374,C07130,2025-08-11,2025,8,Q3,Electronics,Smart Watch Series 5,1,99.65,99.65,30,29.9,0.0,0.0,69.75,Delivered,Credit Card,Mobile,4.0,1,4.0,0,2025-08,1
O019375,C01045,2022-11-10,2022,11,Q4,Pet Supplies,Bird Cage Deluxe,1,37.86,37.86,0,0.0,0.0,6.81,44.67,Delivered,Debit Card,Desktop,10.2,1,3.5,0,2022-11,1
O019376,C04618,2020-01-05,2020,1,Q1,Food & Grocery,Dark Chocolate 85%,1,15.73,15.73,25,3.93,4.99,2.12,18.91,Delivered,Credit Card,Mobile,4.5,0,,0,2020-01,1
O019377,C00526,2024-01-02,2024,1,Q1,Books,Clean Code,1,61.75,61.75,25,15.44,3.99,4.63,54.93,Delivered,Credit Card,Mobile,25.5,1,3.3,0,2024-01,1
O019378,C04761,2020-03-04,2020,3,Q1,Toys & Games,Stuffed Animal Bear,1,86.33,86.33,20,17.27,3.99,8.29,81.34,Delivered,Credit Card,Mobile,18.4,1,4.4,0,2020-03,1
O019379,C03129,2023-02-11,2023,2,Q1,Toys & Games,Art Supply Kit,1,40.01,40.01,0,0.0,0.0,7.2,47.21,Delivered,Paypal,Mobile,21.2,0,,0,2023-02,1
O019380,C02878,2021-09-21,2021,9,Q3,Toys & Games,Outdoor Frisbee,1,51.86,51.86,20,10.37,6.99,4.98,53.46,Cancelled,Credit Card,Tablet,9.2,0,,0,2021-09,0
O019381,C06236,2024-05-19,2024,5,Q2,Travel & Luggage,Eye Mask Sleep,1,148.92,148.92,0,0.0,3.99,17.87,170.78,Returned,Credit Card,Mobile,47.2,0,,1,2024-05,0
O019382,C03218,2020-09-09,2020,9,Q3,Electronics,Wireless Earbuds Pro,1,97.59,97.59,0,0.0,9.99,0.0,107.58,Delivered,Paypal,Desktop,3.5,1,4.3,0,2020-09,1
O019383,C05977,2021-08-14,2021,8,Q3,Office Supplies,Stapler Heavy Duty,1,71.5,71.5,0,0.0,0.0,5.72,77.22,Delivered,Paypal,Mobile,16.2,0,,0,2021-08,1
O019384,C04970,2023-11-07,2023,11,Q4,Office Supplies,Wireless Mouse,2,38.94,77.88,0,0.0,0.0,15.58,93.46,Delivered,Paypal,Mobile,60.6,1,4.5,0,2023-11,1
O019385,C01879,2021-11-18,2021,11,Q4,Books,Zero to One,1,17.68,17.68,5,0.88,0.0,1.34,18.14,Delivered,Paypal,Tablet,5.9,0,,0,2021-11,1
O019386,C02227,2021-08-13,2021,8,Q3,Clothing & Apparel,Running Shoes,1,71.02,71.02,0,0.0,4.99,7.1,83.11,Delivered,Upi / Digital Wallet,Desktop,5.9,1,5.0,0,2021-08,1
O019387,C02760,2025-05-10,2025,5,Q2,Electronics,Smart Watch Series 5,1,269.84,269.84,0,0.0,4.99,53.97,328.8,Delivered,Credit Card,Desktop,63.0,0,,0,2025-05,1
O019388,C04077,2022-08-08,2022,8,Q3,Electronics,USB-C Hub,1,124.54,124.54,50,62.27,6.99,3.11,72.37,Delivered,Paypal,Mobile,7.0,1,4.7,0,2022-08,1
O019389,C00070,2023-06-12,2023,6,Q2,Home & Kitchen,Storage Containers,2,47.47,94.94,0,0.0,3.99,9.49,108.42,Delivered,Credit Card,Mobile,14.1,0,,0,2023-06,1
O019390,C06676,2021-01-24,2021,1,Q1,Beauty & Personal Care,Hyaluronic Acid Moisturizer,2,41.86,83.72,0,0.0,0.0,6.7,90.42,Delivered,Paypal,Mobile,20.3,1,4.8,0,2021-01,1
O019391,C02240,2021-04-02,2021,4,Q2,Clothing & Apparel,Formal Dress Shirt,1,35.46,35.46,0,0.0,9.99,1.77,47.22,Delivered,Credit Card,Mobile,18.6,1,4.3,0,2021-04,1
O019392,C07720,2024-12-27,2024,12,Q4,Clothing & Apparel,Winter Jacket,1,65.4,65.4,10,6.54,6.99,4.71,70.56,Delivered,Debit Card,Mobile,4.0,0,,0,2024-12,1
O019393,C07493,2021-05-30,2021,5,Q2,Home & Kitchen,Storage Containers,1,91.07,91.07,10,9.11,0.0,8.2,90.16,Delivered,Paypal,Mobile,11.7,1,4.6,0,2021-05,1
O019394,C05628,2020-06-20,2020,6,Q2,Beauty & Personal Care,Shampoo Argan Oil,2,23.15,46.3,0,0.0,6.99,0.0,53.29,Returned,Debit Card,Mobile,28.5,0,,1,2020-06,0
